0.000000,0.800000,1.000000
5.000000,3.040000,6.100000
10.000000,6.020000,10.900000
15.000000,8.460000,15.700000
20.000000,10.300000,20.600000
25.000000,12.100000,25.400000
30.000000,13.520000,30.300000
35.000000,13.160000,35.100000
40.000000,13.840000,40.000000
45.000000,14.060000,44.900000
50.000000,14.120000,49.800000
55.000000,13.960000,54.700000
60.000000,13.700000,59.500000
65.000000,13.620000,64.400000
70.000000,13.440000,69.300000
75.000000,13.080000,74.200000
80.000000,13.100000,79.200000
85.000000,13.220000,84.200000
90.000000,11.040000,89.100000
95.000000,11.480000,94.100000
100.000000,11.560000,99.000000
105.000000,11.360000,103.900000
110.000000,11.180000,108.900000
115.000000,11.020000,113.800000
120.000000,10.500000,118.700000
