0.000000,0.000000,0.000000
5.000000,1.600000,5.000000
10.000000,4.020000,9.900000
15.000000,6.480000,14.900000
20.000000,7.880000,19.900000
25.000000,8.740000,24.900000
30.000000,9.280000,29.900000
35.000000,9.680000,34.900000
40.000000,10.180000,39.900000
45.000000,10.460000,44.900000
50.000000,10.660000,49.900000
55.000000,10.700000,55.000000
60.000000,10.940000,59.900000
65.000000,10.720000,64.900000
70.000000,10.820000,70.000000
75.000000,10.800000,75.100000
80.000000,10.840000,79.900000
85.000000,10.460000,84.900000
90.000000,10.560000,89.900000
95.000000,10.500000,94.900000
100.000000,10.360000,100.000000
105.000000,10.280000,104.900000
110.000000,10.100000,109.900000
115.000000,9.980000,115.000000
120.000000,9.740000,120.000000
