0.000000,0.000000,0.100000
5.000000,3.020000,4.900000
10.000000,5.360000,9.900000
15.000000,6.860000,14.900000
20.000000,7.940000,19.900000
25.000000,8.460000,24.900000
30.000000,9.140000,29.900000
35.000000,9.620000,34.900000
40.000000,10.100000,39.900000
45.000000,10.420000,44.900000
50.000000,10.780000,50.000000
55.000000,10.800000,54.900000
60.000000,10.900000,60.000000
65.000000,10.920000,65.000000
70.000000,10.840000,70.000000
75.000000,10.800000,74.900000
80.000000,10.740000,80.000000
85.000000,10.440000,85.000000
90.000000,10.480000,90.000000
95.000000,10.400000,95.000000
100.000000,10.520000,100.000000
105.000000,10.320000,105.000000
110.000000,10.060000,110.000000
115.000000,10.060000,115.000000
120.000000,9.860000,119.900000
