0.000000,0.000000,0.000000
5.000000,3.275000,5.000000
10.000000,5.885000,10.000000
15.000000,8.075000,15.000000
20.000000,10.370000,20.000000
25.000000,12.240000,24.900000
30.000000,13.410000,30.000000
35.000000,13.430000,34.900000
40.000000,13.575000,40.000000
45.000000,13.885000,45.000000
50.000000,13.980000,50.000000
55.000000,13.765000,54.900000
60.000000,13.595000,59.800000
65.000000,13.420000,64.900000
70.000000,13.320000,69.900000
75.000000,13.225000,74.900000
80.000000,13.040000,80.000000
85.000000,13.525000,84.900000
90.000000,11.025000,90.000000
95.000000,11.550000,94.900000
100.000000,11.460000,99.900000
105.000000,11.265000,105.000000
110.000000,11.035000,110.000000
115.000000,10.855000,114.900000
120.000000,10.470000,119.900000
