0.000000,0.000000,0.000000
5.000000,3.215000,4.800000
10.000000,6.000000,10.000000
15.000000,8.270000,15.100000
20.000000,9.625000,19.900000
25.000000,11.230000,24.900000
30.000000,12.760000,30.000000
35.000000,12.605000,35.000000
40.000000,12.775000,40.000000
45.000000,13.055000,44.900000
50.000000,13.470000,49.900000
55.000000,13.060000,55.000000
60.000000,12.600000,60.000000
65.000000,12.370000,65.000000
70.000000,12.180000,69.900000
75.000000,11.965000,74.900000
80.000000,11.800000,79.900000
85.000000,12.255000,85.000000
90.000000,9.930000,89.900000
95.000000,10.495000,95.000000
100.000000,10.320000,99.900000
105.000000,10.165000,104.900000
110.000000,9.890000,109.900000
115.000000,9.690000,115.000000
120.000000,9.465000,120.000000
