0.000000,0.875000,1.300000
5.000000,3.795000,6.200000
10.000000,6.235000,10.700000
15.000000,8.265000,15.600000
20.000000,10.530000,20.600000
25.000000,12.345000,25.600000
30.000000,13.310000,30.400000
35.000000,13.380000,35.200000
40.000000,13.635000,40.100000
45.000000,13.940000,45.100000
50.000000,13.990000,49.800000
55.000000,13.785000,54.600000
60.000000,13.620000,59.500000
65.000000,13.530000,64.400000
70.000000,13.345000,69.400000
75.000000,13.220000,74.200000
80.000000,12.990000,79.200000
85.000000,13.060000,84.100000
90.000000,10.905000,89.100000
95.000000,11.575000,94.000000
100.000000,11.465000,98.900000
105.000000,11.265000,103.900000
110.000000,11.070000,108.900000
115.000000,10.905000,113.800000
120.000000,10.490000,118.900000
