-0.01000048	0.633333
-0.00999848	0.7
-0.00999648	0.766667
-0.00999448	0.766667
-0.00999248	0.833333
-0.00999048	0.9
-0.00998848	0.966667
-0.00998648	1.03333
-0.00998448	1.1
-0.00998248	1.1
-0.00998048	1.1
-0.00997848	1.16667
-0.00997648	0.966667
-0.00997448	0.9
-0.00997248	0.766667
-0.00997048	0.7
-0.00996848	0.633333
-0.00996648	0.566667
-0.00996448	0.5
-0.00996248	0.433333
-0.00996048	0.366667
-0.00995848	0.3
-0.00995648	0.5
-0.00995448	0.566667
-0.00995248	0.566667
-0.00995048	0.7
-0.00994848	0.7
-0.00994648	0.766667
-0.00994448	0.833333
-0.00994248	0.833333
-0.00994048	0.9
-0.00993848	0.966667
-0.00993648	1.03333
-0.00993448	1.03333
-0.00993248	1.1
-0.00993048	1.1
-0.00992848	1.3
-0.00992648	0.966667
-0.00992448	0.833333
-0.00992248	0.766667
-0.00992048	0.7
-0.00991848	0.566667
-0.00991648	0.5
-0.00991448	0.5
-0.00991248	0.433333
-0.00991048	0.366667
-0.00990848	0.3
-0.00990648	0.5
-0.00990448	0.566667
-0.00990248	0.633333
-0.00990048	0.7
-0.00989848	0.7
-0.00989648	0.766667
-0.00989448	0.833333
-0.00989248	0.833333
-0.00989048	0.9
-0.00988848	0.966667
-0.00988648	0.966667
-0.00988448	1.03333
-0.00988248	1.03333
-0.00988048	1.1
-0.00987848	1.1
-0.00987648	0.966667
-0.00987448	0.9
-0.00987248	0.766667
-0.00987048	0.7
-0.00986848	0.633333
-0.00986648	0.566667
-0.00986448	0.5
-0.00986248	0.433333
-0.00986048	0.366667
-0.00985848	0.3
-0.00985648	0.5
-0.00985448	0.566667
-0.00985248	0.633333
-0.00985048	0.7
-0.00984848	0.7
-0.00984648	0.766667
-0.00984448	0.833333
-0.00984248	0.833333
-0.00984048	0.9
-0.00983848	0.966667
-0.00983648	0.966667
-0.00983448	1.03333
-0.00983248	1.1
-0.00983048	1.1
-0.00982848	1.1
-0.00982648	0.966667
-0.00982448	0.833333
-0.00982248	0.833333
-0.00982048	0.7
-0.00981848	0.566667
-0.00981648	0.566667
-0.00981448	0.5
-0.00981248	0.433333
-0.00981048	0.366667
-0.00980848	0.5
-0.00980648	0.5
-0.00980448	0.566667
-0.00980248	0.566667
-0.00980048	0.633333
-0.00979848	0.7
-0.00979648	0.766667
-0.00979448	0.766667
-0.00979248	0.833333
-0.00979048	0.9
-0.00978848	0.966667
-0.00978648	0.966667
-0.00978448	1.03333
-0.00978248	1.03333
-0.00978048	1.1
-0.00977848	1.1
-0.00977648	0.966667
-0.00977448	0.9
-0.00977248	0.766667
-0.00977048	0.7
-0.00976848	0.633333
-0.00976648	0.566667
-0.00976448	0.5
-0.00976248	0.433333
-0.00976048	0.3
-0.00975848	0.3
-0.00975648	0.5
-0.00975448	0.566667
-0.00975248	0.566667
-0.00975048	0.633333
-0.00974848	0.7
-0.00974648	0.766667
-0.00974448	0.833333
-0.00974248	0.833333
-0.00974048	0.833333
-0.00973848	0.9
-0.00973648	0.966667
-0.00973448	1.03333
-0.00973248	1.1
-0.00973048	1.1
-0.00972848	1.16667
-0.00972648	0.966667
-0.00972448	0.833333
-0.00972248	0.833333
-0.00972048	0.7
-0.00971848	0.633333
-0.00971648	0.566667
-0.00971448	0.5
-0.00971248	0.433333
-0.00971048	0.3
-0.00970848	0.366667
-0.00970648	0.5
-0.00970448	0.566667
-0.00970248	0.566667
-0.00970048	0.7
-0.00969848	0.766667
-0.00969648	0.766667
-0.00969448	0.766667
-0.00969248	0.833333
-0.00969048	0.9
-0.00968848	0.966667
-0.00968648	0.966667
-0.00968448	1.03333
-0.00968248	1.1
-0.00968048	1.1
-0.00967848	1.16667
-0.00967648	0.966667
-0.00967448	0.9
-0.00967248	0.766667
-0.00967048	0.7
-0.00966848	0.633333
-0.00966648	0.566667
-0.00966448	0.5
-0.00966248	0.433333
-0.00966048	0.366667
-0.00965848	0.433333
-0.00965648	0.5
-0.00965448	0.5
-0.00965248	0.633333
-0.00965048	0.7
-0.00964848	0.7
-0.00964648	0.766667
-0.00964448	0.833333
-0.00964248	0.833333
-0.00964048	0.9
-0.00963848	0.9
-0.00963648	1.03333
-0.00963448	1.03333
-0.00963248	1.1
-0.00963048	1.1
-0.00962848	1.1
-0.00962648	0.966667
-0.00962448	0.9
-0.00962248	0.766667
-0.00962048	0.7
-0.00961848	0.633333
-0.00961648	0.566667
-0.00961448	0.5
-0.00961248	0.433333
-0.00961048	0.366667
-0.00960848	0.366667
-0.00960648	0.5
-0.00960448	0.566667
-0.00960248	0.566667
-0.00960048	0.633333
-0.00959848	0.7
-0.00959648	0.766667
-0.00959448	0.766667
-0.00959248	0.833333
-0.00959048	0.9
-0.00958848	0.966667
-0.00958648	0.966667
-0.00958448	1.03333
-0.00958248	1.1
-0.00958048	1.1
-0.00957848	1.16667
-0.00957648	0.966667
-0.00957448	0.833333
-0.00957248	0.766667
-0.00957048	0.7
-0.00956848	0.633333
-0.00956648	0.566667
-0.00956448	0.5
-0.00956248	0.433333
-0.00956048	0.3
-0.00955848	0.5
-0.00955648	0.5
-0.00955448	0.5
-0.00955248	0.566667
-0.00955048	0.633333
-0.00954848	0.7
-0.00954648	0.766667
-0.00954448	0.833333
-0.00954248	0.833333
-0.00954048	0.9
-0.00953848	0.9
-0.00953648	0.966667
-0.00953448	1.03333
-0.00953248	1.03333
-0.00953048	1.1
-0.00952848	1.1
-0.00952648	0.966667
-0.00952448	0.9
-0.00952248	0.766667
-0.00952048	0.7
-0.00951848	0.633333
-0.00951648	0.566667
-0.00951448	0.5
-0.00951248	0.433333
-0.00951048	0.366667
-0.00950848	0.366667
-0.00950648	0.5
-0.00950448	0.566667
-0.00950248	0.566667
-0.00950048	0.7
-0.00949848	0.7
-0.00949648	0.766667
-0.00949448	0.833333
-0.00949248	0.833333
-0.00949048	0.9
-0.00948848	0.966667
-0.00948648	0.966667
-0.00948448	1.03333
-0.00948248	1.1
-0.00948048	1.1
-0.00947848	1.1
-0.00947648	0.966667
-0.00947448	0.9
-0.00947248	0.833333
-0.00947048	0.766667
-0.00946848	0.633333
-0.00946648	0.566667
-0.00946448	0.5
-0.00946248	0.433333
