5,20,3.1,3.1
10,20,5.8,5.9
15,20,8.2,8.3
20,20,10.1,10.4
25,20,11.3,12.2
30,20,12.6,13.5
35,20,9.6,13.6
40,20,12,14.1
45,20,12.4,14.2
50,20,12.6,14.1
55,20,12.5,14
60,20,12.5,13.8
65,20,12.5,13.5
70,20,12.6,13.2
75,20,12.7,13
80,20,13,12.9
85,20,14,12.5
90,20,9.1,11.6
95,20,10.1,11.6
100,20,10.4,11.2
105,20,10.5,11
110,20,10.4,10.8
115,20,10.2,10.7
120,20,10,10.4
